Driver,Sebastian Chudek,,,,,,SPEED,
Vehicle,mx5 mx52016,,,,,,THROTTLE,
Venue,okayama full,,,,,,BRAKING,
Session,Test,,,,,,RPM,
Session Date,18/03/2022,,,,,,GEAR,
Session Time,23:18:32,,,,,,TIME,
Sample Rate,60,Hz,,,,,,
,,,,,,,,
,,,,,,,,
,Lap No.,Brake,Gear,RPM,Speed,Throttle,LapDist,SessionTick
,,%,,rpm,m/s,%,m,
,,,,,,,,
,2,69.2363,2,7080.12,37.8142,0,1967.34,49529
,2,69.2839,2,7079.48,37.6252,0,1967.96,49530
,2,69.2363,2,7075.75,37.4345,0,1968.59,49531
,2,68.8788,2,7059.92,37.2478,0,1969.21,49532
,2,68.438,2,7036.35,37.065,0,1969.83,49533
,2,68.581,2,7014.83,36.8859,0,1970.45,49534
,2,68.6286,2,6986.53,36.7056,0,1971.06,49535
,2,68.7835,2,6959.38,36.5244,0,1971.67,49536
,2,68.7835,2,6924.67,36.3498,0,1972.28,49537
,2,68.7835,2,6878.51,36.1739,0,1972.88,49538
,2,68.7358,2,6834.43,36.0034,0,1973.48,49539
,2,68.7358,2,6796.69,35.8308,0,1974.08,49540
,2,68.7358,2,6768.48,35.6556,0,1974.68,49541
,2,68.8312,2,6742.96,35.4863,0,1975.27,49542
,2,68.9861,2,6712.65,35.3184,0,1975.86,49543
,2,68.8788,2,6672.95,35.1556,0,1976.45,49544
,2,68.9265,2,6627.06,34.9948,0,1977.03,49545
,2,68.7835,2,6582.71,34.8352,0,1977.62,49546
,2,68.3784,2,6543.68,34.6735,0,1978.19,49547
,2,68.2831,2,6513.9,34.5116,0,1978.77,49548
,2,68.2831,2,6490.24,34.3494,0,1979.35,49549
,2,68.6286,2,6465.11,34.1873,0,1979.92,49550
,2,68.7835,2,6438.87,34.026,0,1980.48,49551
,2,69.2363,2,6408.64,33.866,0,1981.05,49552
,2,69.3792,2,6372.22,33.7098,0,1981.61,49553
,2,69.5341,2,6332.62,33.5582,0,1982.17,49554
,2,69.5818,0,6273.71,33.4139,0,1982.73,49555
,2,69.5818,0,6215.71,33.2653,0,1983.29,49556
,2,69.7724,0,6158.06,33.1172,0,1983.84,49557
,2,69.7724,1,6384.94,32.9458,0,1984.39,49558
,2,70.0226,1,6770.62,32.7487,0,1984.93,49559
,2,70.2252,1,6916.06,32.5605,0,1985.48,49560
,2,70.3324,1,6842.15,32.3752,0,1986.02,49561
,2,70.1775,1,6775.66,32.1941,0,1986.56,49562
,2,69.975,1,6788.1,32.0065,0,1987.09,49563
,2,70.1299,1,6955.07,31.819,0,1987.62,49564
,2,70.1775,1,7080.73,31.6324,0,1988.15,49565
,2,70.3801,1,7091.29,31.4511,0,1988.67,49566
,2,70.5231,1,7068.15,31.2818,0,1989.19,49567
,2,70.3801,1,7095.59,31.1142,0,1989.7,49568
,2,70.1775,1,7156.31,30.9462,0,1990.22,49569
,2,70.0822,1,7204.39,30.7798,0,1990.72,49570
,2,69.9273,1,7230.13,30.6232,0,1991.23,49571
,2,69.8797,1,7237.96,30.4702,0,1991.73,49572
,2,69.7724,1,7229.1,30.319,0,1992.23,49573
,2,69.7248,1,7205.24,30.1696,0,1992.73,49574
,2,69.5818,1,7178.87,30.0221,0,1993.22,49575
,2,69.5341,1,7147.66,29.8792,0,1993.71,49576
,2,69.3316,1,7107.82,29.7409,0,1994.2,49577
,2,69.2363,1,7069.07,29.6057,0,1994.69,49578
,2,68.6763,1,7035.68,29.472,0,1995.18,49579
,2,68.438,1,7010.45,29.3348,0,1995.66,49580
,2,68.2354,1,6986.64,29.1985,0,1996.14,49581
,2,68.0805,1,6962.18,29.0616,0,1996.62,49582
,2,68.0329,1,6930.21,28.9275,0,1997.1,49583
,2,67.9376,1,6892.8,28.797,0,1997.58,49584
,2,67.8899,1,6851.83,28.667,0,1998.06,49585
,2,67.6397,1,6816.38,28.5348,0,1998.53,49586
,2,67.4371,1,6782.47,28.3982,0,1999.01,49587
,2,67.187,1,6746.35,28.2621,0,1999.48,49588
,2,67.0916,1,6710.51,28.127,0,1999.96,49589
,2,67.1393,1,6671.44,27.9944,0,2000.43,49590
,2,66.9367,1,6634.78,27.8601,0,2000.9,49591
,2,66.7342,1,6607.06,27.7234,0,2001.37,49592
,2,66.5436,1,6582.49,27.5852,0,2001.84,49593
,2,66.2457,1,6560.73,27.4467,0,2002.31,49594
,2,66.1385,1,6535.95,27.3092,0,2002.77,49595
,2,65.8406,1,6512.64,27.1735,0,2003.24,49596
,2,65.8882,1,6486.63,27.04,0,2003.7,49597
,2,65.6976,1,6454.71,26.9056,0,2004.16,49598
,2,65.5427,1,6424.71,26.7687,0,2004.63,49599
,2,65.4474,1,6394.2,26.6309,0,2005.09,49600
,2,65.2448,1,6357.6,26.4953,0,2005.55,49601
,2,65.1972,1,6319.19,26.3614,0,2006.01,49602
,2,64.8993,1,6285.03,26.227,0,2006.47,49603
,2,64.7921,1,6254.13,26.091,0,2006.92,49604
,2,64.6491,1,6229.21,25.9553,0,2007.38,49605
,2,64.3512,1,6204.39,25.8208,0,2007.83,49606
,2,64.1964,1,6178.79,25.6849,0,2008.29,49607
,2,63.7436,1,6149.75,25.5482,0,2008.73,49608
,2,63.6959,1,6115.35,25.4132,0,2009.18,49609
,2,63.5053,1,6081.13,25.2777,0,2009.63,49610
,2,63.2074,1,6046.65,25.1393,0,2010.07,49611
,2,63.0049,1,6014.63,25.0004,0,2010.51,49612
,2,62.7547,1,5981.1,24.8622,0,2010.95,49613
,2,62.707,1,5949.09,24.7245,0,2011.38,49614
,2,62.5521,1,5917.85,24.583,0,2011.82,49615
,2,62.3019,1,5891.3,24.4384,0,2012.24,49616
,2,62.0517,1,5866.95,24.295,0,2012.67,49617
,2,61.7538,1,5845.63,24.1527,0,2013.09,49618
,2,61.8015,1,5820.87,24.0109,0,2013.51,49619
,2,61.5036,1,5791.07,23.8693,0,2013.92,49620
,2,61.3011,1,5761.54,23.7298,0,2014.33,49621
,2,60.9079,1,5731.21,23.5889,0,2014.74,49622
,2,60.3122,1,5703.42,23.4497,0,2015.14,49623
,2,59.9071,1,5678.68,23.3114,0,2015.55,49624
,2,59.0611,1,5655.47,23.1761,0,2015.94,49625
,2,58.3224,1,5631.99,23.04,0,2016.34,49626
,2,57.2262,1,5608.58,22.9049,0,2016.73,49627
,2,54.6765,1,5586.15,22.7693,0,2017.12,49628
,2,53.485,1,5564.45,22.6363,0,2017.5,49629
,2,52.8893,1,5543.25,22.5054,0,2017.88,49630
,2,51.4476,1,5521.59,22.3763,0,2018.26,49631
,2,49.303,1,5499.43,22.2504,0,2018.64,49632
,2,48.3498,1,5476.64,22.1273,0,2019.02,49633
,2,47.6111,1,5452.29,22.0089,0,2019.39,49634
,2,46.8128,1,5426.32,21.895,0,2019.76,49635
,2,46.2171,1,5400.48,21.78,0,2020.13,49636
,2,45.2162,1,5376.87,21.6649,0,2020.49,49637
,2,44.7635,1,5356.28,21.5493,0,2020.85,49638
,2,44.4656,1,5337.08,21.434,0,2021.21,49639
,2,43.715,1,5317.12,21.3214,0,2021.57,49640
,2,42.8691,1,5294.31,21.2121,0,2021.93,49641
,2,41.2844,1,5267.47,21.1036,0,2022.29,49642
,2,40.3312,1,5239.67,20.9967,0,2022.64,49643
,2,39.4376,1,5214.18,20.893,0,2022.99,49644
,2,37.293,1,5192.13,20.7894,0,2023.34,49645
,2,36.1968,1,5174.32,20.6863,0,2023.69,49646
,2,35.2556,1,5159.1,20.5865,0,2024.03,49647
,2,33.802,1,5143.2,20.4913,0,2024.38,49648
,2,31.7646,1,5124.91,20.397,0,2024.72,49649
,2,30.3229,1,5105.98,20.3061,0,2025.06,49650
,2,28.6787,1,5088.04,20.2183,0,2025.4,49651
,2,25.0923,1,5070.79,20.1333,0,2025.74,49652
,2,23.4481,1,5054.62,20.0501,0,2026.08,49653
,2,22.1017,1,5040.52,19.9679,0,2026.42,49654
,2,19.6592,1,5027.21,19.888,0,2026.75,49655
,2,18.5631,1,5013.89,19.8121,0,2027.09,49656
,2,16.4304,1,5000.56,19.7399,0,2027.42,49657
,2,15.4295,1,4987.18,19.6729,0,2027.75,49658
,2,13.9402,1,4973.92,19.6091,0,2028.09,49659
,2,10.8424,1,4961.52,19.5474,0,2028.42,49660
,2,9.85345,1,4950.52,19.489,0,2028.75,49661
,2,8.30454,1,4941.57,19.4323,0,2029.09,49662
,2,7.91135,1,4933.31,19.377,0,2029.42,49663
,2,7.41094,1,4924.73,19.3228,0,2029.75,49664
,2,6.565,1,4914.87,19.2698,0,2030.08,49665
,2,6.17181,1,4903.68,19.2193,0,2030.4,49666
,2,5.42118,1,4891.62,19.171,0,2030.73,49667
,2,5.17098,1,4879.25,19.1241,0,2031.06,49668
,2,4.46801,1,4867.02,19.076,0,2031.39,49669
,2,4.22971,1,4855.62,19.0289,0,2031.71,49670
,2,3.91993,1,4845,18.9792,0,2032.04,49671
,2,3.52675,1,4835.09,18.9304,0,2032.36,49672
,2,3.3242,1,4824.88,18.8808,0,2032.68,49673
,2,2.72846,1,4814.54,18.8314,0,2033.01,49674
,2,2.38294,1,4803.35,18.7799,0,2033.33,49675
,2,1.7872,1,4791.66,18.7234,0,2033.65,49676
,2,0.536161,1,4780.14,18.6721,0,2033.97,49677
,2,-1.16E-08,1,4768.7,18.626,0,2034.28,49678
,2,0,1,4758.04,18.5815,0,2034.59,49679
,2,0,1,4748.36,18.5404,0,2034.91,49680
,2,0,1,4737.96,18.5012,0,2035.22,49681
,2,0,1,4727.74,18.4617,0,2035.53,49682
,2,0,1,4717.48,18.4213,0,2035.84,49683
,2,0,1,4706.11,18.3795,0,2036.15,49684
,2,0,1,4694.55,18.3368,0,2036.45,49685
,2,0,1,4683.27,18.2938,0,2036.76,49686
,2,0,1,4673,18.2515,0,2037.07,49687
,2,0,1,4663.48,18.2104,0,2037.37,49688
,2,0,1,4653.79,18.1704,0,2037.68,49689
,2,0,1,4643.58,18.1308,0,2037.98,49690
,2,0,1,4633.06,18.0921,0,2038.28,49691
,2,0,1,4621.88,18.0537,0,2038.59,49692
,2,0,1,4609.81,18.015,0,2038.89,49693
,2,0,1,4597.86,17.9762,0,2039.19,49694
,2,0,1,4586.67,17.9368,0,2039.49,49695
,2,0,1,4576.21,17.8969,0,2039.79,49696
,2,0,1,4566.25,17.8564,0,2040.09,49697
,2,0,1,4556.28,17.8154,0,2040.39,49698
,2,0,1,4547.44,17.7747,2.7127,2040.69,49699
,2,0,1,4581.31,17.7351,26.5105,2040.99,49700
,2,0,1,4679.33,17.6999,49.6917,2041.29,49701
,2,0,1,4842.95,17.6682,72.0099,2041.59,49702
,2,0,1,5050.48,17.6375,89.0259,2041.89,49703
,2,0,1,5235.25,17.6104,100,2042.19,49704
,2,0,1,5235.25,17.6219,100,2042.49,49705
,2,0,1,5165.27,17.6808,100,2042.79,49706
,2,0,1,5096.68,17.7609,100,2043.09,49707
,2,0,1,5044.42,17.8338,100,2043.4,49708
,2,0,1,5019.15,17.8999,100,2043.71,49709
,2,0,1,5014.19,17.9597,100,2044.02,49710
,2,0,1,5018.75,18.0107,100,2044.33,49711
,2,0,1,5027.58,18.0611,100,2044.65,49712
,2,0,1,5036.5,18.1077,100,2044.96,49713
,2,0,1,5047.91,18.1542,100,2045.28,49714
,2,0,1,5060.34,18.2013,100,2045.6,49715
,2,0,1,5070.6,18.2458,100,2045.92,49716
,2,0,1,5083.69,18.2907,100,2046.24,49717
,2,0,1,5101.35,18.3351,100,2046.57,49718
,2,0,1,5119.38,18.3798,100,2046.9,49719
,2,0,1,5136.21,18.4208,100,2047.24,49720
,2,0,1,5159.96,18.4624,100,2047.57,49721
,2,0,1,5186.34,18.5051,100,2047.91,49722
,2,0,1,5206.33,18.5477,100,2048.24,49723
,2,0,1,5219.17,18.5918,100,2048.58,49724
,2,0,1,5228.59,18.6375,100,2048.92,49725
,2,0,1,5236.69,18.6831,100,2049.27,49726
,2,0,1,5247.65,18.7288,100,2049.63,49727
,2,0,1,5255.05,18.7796,100,2049.98,49728
,2,0,1,5248.23,18.8264,100,2050.34,49729
,2,0,1,5242.21,18.8753,100,2050.69,49730
,2,0,1,5245.06,18.9212,100,2051.05,49731
,2,0,1,5261.86,18.9653,100,2051.41,49732
,2,0,1,5278.5,19.0107,100,2051.78,49733
,2,0,1,5283.7,19.0544,100,2052.14,49734
,2,0,1,5286.19,19.0995,100,2052.5,49735
,2,0,1,5289.76,19.1458,100,2052.87,49736
,2,0,1,5295.01,19.1908,100,2053.23,49737
,2,0,1,5304.71,19.2338,100,2053.6,49738
,2,0,1,5319.91,19.2761,100,2053.96,49739
,2,0,1,5336.51,19.3183,100,2054.33,49740
,2,0,1,5353,19.3585,100,2054.7,49741
,2,0,1,5369.36,19.4019,100,2055.07,49742
,2,0,1,5377.86,19.4458,100,2055.43,49743
,2,0,1,5379.49,19.491,100,2055.79,49744
,2,0,1,5381.02,19.5368,100,2056.14,49745
,2,0,1,5387.81,19.5816,100,2056.5,49746
,2,0,1,5402.77,19.6244,100,2056.86,49747
,2,0,1,5422.79,19.6663,100,2057.22,49748
,2,0,1,5440.84,19.7085,100,2057.58,49749
,2,0,1,5452.65,19.7516,100,2057.94,49750
,2,0,1,5460.36,19.7952,100,2058.3,49751
,2,0,1,5468.48,19.8395,100,2058.65,49752
,2,0,1,5480.25,19.8833,100,2059,49753
,2,0,1,5495.47,19.9262,100,2059.35,49754
,2,0,1,5511.23,19.9696,100,2059.7,49755
,2,0,1,5523.48,20.0136,100,2060.05,49756
,2,0,1,5529.46,20.06,100,2060.4,49757
,2,0,1,5527.2,20.1075,100,2060.75,49758
,2,0,1,5521.32,20.1551,100,2061.1,49759
,2,0,1,5520.28,20.2008,100,2061.45,49760
,2,0,1,5531.84,20.2428,100,2061.8,49761
,2,0,1,5557.66,20.2818,100,2062.14,49762
,2,0,1,5589.58,20.3196,100,2062.49,49763
,2,0,1,5616.33,20.3578,100,2062.84,49764
,2,0,1,5632.88,20.3989,100,2063.18,49765
,2,0,1,5638.05,20.4446,100,2063.53,49766
,2,0,1,5633.28,20.493,100,2063.88,49767
,2,0,1,5626.04,20.5419,100,2064.22,49768
,2,0,1,5623.41,20.5908,100,2064.57,49769
,2,0,1,5626.65,20.6369,100,2064.92,49770
,2,0,1,5636.11,20.6804,100,2065.27,49771
,2,0,1,5651.49,20.7186,100,2065.61,49772
,2,0,1,5668.72,20.7512,100,2065.96,49773
,2,0,1,5685.48,20.7846,100,2066.31,49774
,2,0,1,5701.8,20.8223,100,2066.66,49775
,2,0,1,5716.98,20.8605,100,2067.01,49776
,2,0,1,5730.27,20.8995,100,2067.36,49777
,2,0,1,5741.36,20.9376,100,2067.71,49778
,2,0,1,5750.78,20.9771,100,2068.07,49779
,2,0,1,5757.88,21.0179,100,2068.42,49780
,2,0,1,5764.55,21.0603,100,2068.77,49781
,2,0,1,5774.47,21.103,100,2069.13,49782
,2,0,1,5787.18,21.1455,100,2069.48,49783
,2,0,1,5799.06,21.1874,100,2069.84,49784
,2,0,1,5808.4,21.2297,100,2070.2,49785
,2,0,1,5815.52,21.2726,100,2070.56,49786
,2,0,1,5821.22,21.3155,100,2070.92,49787
,2,0,1,5828.48,21.3572,100,2071.28,49788
,2,0,1,5841.18,21.398,100,2071.64,49789
,2,0,1,5858.31,21.4382,100,2072.01,49790
,2,0,1,5876.02,21.4774,100,2072.37,49791
,2,0,1,5893.37,21.5167,100,2072.73,49792
,2,0,1,5909.4,21.5564,100,2073.1,49793
,2,0,1,5923.18,21.5966,100,2073.46,49794
,2,0,1,5934.83,21.6376,100,2073.82,49795
,2,0,1,5946.51,21.6788,100,2074.18,49796
,2,0,1,5961.06,21.7197,100,2074.55,49797
,2,0,1,5977.97,21.7606,100,2074.91,49798
,2,0,1,5993.61,21.8021,100,2075.27,49799
,2,0,1,6003.16,21.8451,100,2075.64,49800
,2,0,1,6006.66,21.889,100,2076.01,49801
,2,0,1,6010.14,21.9334,100,2076.37,49802
,2,0,1,6019.15,21.9769,100,2076.74,49803
,2,0,1,6033.88,22.0194,100,2077.1,49804
,2,0,1,6050.42,22.0617,100,2077.47,49805
,2,0,1,6065.09,22.1036,100,2077.84,49806
,2,0,1,6078.77,22.1457,100,2078.21,49807
,2,0,1,6094.64,22.1876,100,2078.58,49808
,2,0,1,6113.99,22.2298,100,2078.95,49809
,2,0,1,6134.29,22.2719,100,2079.32,49810
,2,0,1,6153.87,22.3138,100,2079.69,49811
,2,0,1,6172.96,22.3562,100,2080.06,49812
,2,0,1,6191.28,22.3997,100,2080.44,49813
,2,0,1,6208.2,22.4435,100,2080.81,49814
,2,0,1,6224.21,22.488,100,2081.18,49815
,2,0,1,6239.18,22.5319,100,2081.56,49816
,2,0,1,6253.58,22.571,100,2081.93,49817
,2,0,1,6269.11,22.6086,100,2082.31,49818
,2,0,1,6285.68,22.6485,100,2082.68,49819
,2,0,1,6302.31,22.692,100,2083.06,49820
,2,0,1,6317.71,22.738,100,2083.44,49821
,2,0,1,6330.56,22.7847,100,2083.81,49822
,2,0,1,6340.36,22.8326,100,2084.19,49823
,2,0,1,6347.57,22.882,100,2084.57,49824
,2,0,1,6353.73,22.9311,100,2084.95,49825
,2,0,1,6363.37,22.9788,100,2085.33,49826
,2,0,1,6381.06,23.0251,100,2085.72,49827
,2,0,1,6404.31,23.0709,100,2086.1,49828
,2,0,1,6426.13,23.1154,100,2086.48,49829
,2,0,1,6446.64,23.1599,100,2086.87,49830
,2,0,1,6468.61,23.2046,100,2087.25,49831
,2,0,1,6491.94,23.2505,100,2087.64,49832
,2,0,1,6511.98,23.2968,100,2088.02,49833
,2,0,1,6525.65,23.3393,100,2088.41,49834
,2,0,1,6532.38,23.3834,100,2088.8,49835
,2,0,1,6535.98,23.429,100,2089.19,49836
,2,0,1,6544.04,23.4759,100,2089.58,49837
,2,0,1,6557.58,23.5239,100,2089.97,49838
,2,0,1,6568.44,23.5736,100,2090.36,49839
,2,0,1,6571.08,23.6247,100,2090.75,49840
,2,0,1,6570.08,23.6779,100,2091.15,49841
,2,0,1,6571.58,23.7322,100,2091.54,49842
,2,0,1,6577.43,23.7859,100,2091.94,49843
,2,0,1,6584.6,23.8393,100,2092.33,49844
,2,0,1,6590.04,23.8923,100,2092.73,49845
,2,0,1,6595.67,23.9449,100,2093.13,49846
,2,0,1,6605.66,23.9967,100,2093.53,49847
,2,0,1,6621.77,24.0467,100,2093.93,49848
,2,0,1,6642.53,24.0954,100,2094.33,49849
,2,0,1,6663.75,24.1438,100,2094.73,49850
,2,0,1,6682.19,24.1932,100,2095.14,49851
,2,0,1,6696.91,24.2445,100,2095.54,49852
,2,0,1,6708.08,24.2975,100,2095.95,49853
,2,0,1,6716.81,24.3528,100,2096.36,49854
,2,0,1,6722.68,24.4095,100,2096.77,49855
,2,0,1,6725.55,24.4675,100,2097.17,49856
,2,0,1,6727.72,24.5257,100,2097.58,49857
,2,0,1,6733.09,24.5841,100,2097.99,49858
,2,0,1,6742.38,24.6413,100,2098.41,49859
,2,0,1,6755.14,24.6983,100,2098.82,49860
,2,0,1,6769.3,24.755,100,2099.23,49861
,2,0,1,6783.29,24.8123,100,2099.65,49862
,2,0,1,6796.47,24.8699,100,2100.06,49863
,2,0,1,6810.38,24.9285,100,2100.48,49864
,2,0,1,6823.1,24.9891,100,2100.9,49865
,2,0,1,6830.29,25.0509,100,2101.32,49866
,2,0,1,6834.25,25.1134,100,2101.74,49867
,2,0,1,6840.72,25.1771,100,2102.16,49868
,2,0,1,6849.43,25.2407,100,2102.58,49869
,2,0,1,6857.52,25.3043,100,2103.01,49870
,2,0,1,6863.07,25.3684,100,2103.43,49871
,2,0,1,6865.29,25.4339,100,2103.86,49872
,2,0,1,6865.16,25.4988,100,2104.28,49873
,2,0,1,6868.14,25.5635,100,2104.71,49874
,2,0,1,6876.88,25.6268,100,2105.14,49875
,2,0,1,6892,25.6884,100,2105.57,49876
,2,0,1,6911.16,25.7485,100,2106,49877
,2,0,1,6931.68,25.8081,100,2106.43,49878
,2,0,1,6950.56,25.8687,100,2106.87,49879
,2,0,1,6965.39,25.9301,100,2107.3,49880
,2,0,1,6977.26,25.9926,100,2107.73,49881
,2,0,1,6988.53,26.0554,100,2108.17,49882
,2,0,1,7000.3,26.118,100,2108.61,49883
,2,0,1,7011.61,26.1796,100,2109.05,49884
,2,0,1,7021.93,26.2413,100,2109.48,49885
,2,0,1,7029.27,26.3032,100,2109.92,49886
,2,0,1,7034.43,26.3647,100,2110.36,49887
,2,0,1,7042.47,26.4256,100,2110.8,49888
,2,0,1,7058.68,26.4845,100,2111.25,49889
,2,0,1,7084.43,26.542,100,2111.69,49890
,2,0,1,7114.44,26.5976,100,2112.14,49891
,2,0,1,7142.89,26.6533,100,2112.58,49892
,2,0,1,7165.48,26.7105,100,2113.02,49893
,2,0,1,7179.93,26.7702,100,2113.47,49894
,2,0,1,7187.17,26.8318,100,2113.92,49895
,2,0,1,7191.89,26.8941,100,2114.37,49896
,2,0,1,7199.59,26.956,100,2114.82,49897
,2,0,1,7211.76,27.0166,100,2115.27,49898
,2,0,1,7226.43,27.0756,100,2115.72,49899
,2,0,1,7240.86,27.1338,100,2116.17,49900
,2,0,1,7254.13,27.1918,100,2116.62,49901
,2,0,1,7266.83,27.2493,100,2117.07,49902
,2,0,1,7281.15,27.3063,100,2117.53,49903
,2,0,1,7299.34,27.3624,100,2117.98,49904
,2,0,1,7190.27,27.417,100,2118.44,49905
,2,0,1,7016.51,27.4615,100,2118.89,49906
,2,0,0,6920.4,27.4824,100,2119.35,49907
,2,0,0,6843.35,27.4877,100,2119.81,49908
,2,0,0,6767.47,27.4907,100,2120.26,49909
,2,0,2,6692.73,27.494,100,2120.72,49910
,2,0,2,6275.37,27.5481,100,2121.18,49911
,2,0,2,6037.55,27.6489,100,2121.63,49912
,2,0,2,5917.42,27.7556,100,2122.09,49913
,2,0,2,5840.87,27.8559,100,2122.55,49914
,2,0,2,5784.86,27.9423,100,2123.01,49915
,2,0,2,5747.89,28.0176,100,2123.48,49916
,2,0,2,5734.59,28.0851,100,2123.94,49917
,2,0,2,5739.17,28.1459,100,2124.41,49918
,2,0,2,5751.06,28.2021,100,2124.88,49919
,2,0,2,5762.49,28.2572,100,2125.34,49920
,2,0,2,5770.43,28.3123,100,2125.81,49921
,2,0,2,5776.1,28.3676,100,2126.28,49922
,2,0,2,5783.06,28.4226,100,2126.75,49923
,2,0,2,5795.04,28.4763,100,2127.22,49924
,2,0,2,5810.92,28.5289,100,2127.69,49925
,2,0,2,5824.99,28.5809,100,2128.17,49926
,2,0,2,5836.16,28.6329,100,2128.64,49927
,2,0,2,5845,28.685,100,2129.12,49928
,2,0,2,5855.45,28.7369,100,2129.59,49929
,2,0,2,5872.04,28.7891,100,2130.07,49930
,2,0,2,5892.51,28.8406,100,2130.55,49931
,2,0,2,5913.85,28.8912,100,2131.03,49932
,2,0,2,5934.97,28.9423,100,2131.51,49933
,2,0,2,5948.39,28.9976,100,2131.99,49934
,2,0,2,5944.51,29.0515,100,2132.47,49935
,2,0,2,5935.9,29.1057,100,2132.95,49936
,2,0,2,5933.47,29.1589,100,2133.43,49937
,2,0,2,5939.42,29.2094,100,2133.91,49938
,2,0,2,5949.87,29.2573,100,2134.4,49939
,2,0,2,5966.42,29.3023,100,2134.88,49940
,2,0,2,5993.68,29.346,100,2135.36,49941
,2,0,2,6027.15,29.3901,99.3095,2135.85,49942
,2,0.595735,2,6054.56,29.4346,94.328,2136.34,49943
,2,1.03658,2,6069.11,29.4819,89.9137,2136.82,49944
,2,1.48934,2,6067.94,29.5293,85.2034,2137.31,49945
,2,1.67997,2,6060.24,29.5747,79.3341,2137.8,49946
,2,1.67997,2,6053.18,29.6187,71.418,2138.29,49947
,2,1.63231,2,6034.41,29.6587,57.6326,2138.78,49948
,2,1.63231,2,6003.9,29.6926,48.508,2139.26,49949
,2,1.73955,2,5966.13,29.7188,33.2429,2139.75,49950
,2,1.67997,2,5920.21,29.7369,20.6412,2140.25,49951
,2,1.58465,2,5864.47,29.7436,4.78421,2140.74,49952
,2,1.63231,2,5812.77,29.7382,0,2141.23,49953
,2,1.63231,2,5760.66,29.727,0,2141.72,49954
,2,1.83486,2,5708.93,29.7136,0,2142.21,49955
,2,1.83486,2,5658.08,29.6987,0,2142.7,49956
,2,1.88252,2,5607.65,29.6835,0,2143.18,49957
,2,1.93018,2,5614.57,29.6619,0,2143.67,49958
,2,1.83486,2,5708.04,29.6158,0,2144.16,49959
,2,1.98975,2,5780.35,29.5658,0,2144.65,49960
,2,2.03741,2,5795.88,29.5264,0,2145.14,49961
,2,2.18039,2,5775.89,29.4976,0,2145.62,49962
,2,2.38294,2,5753.27,29.4725,0,2146.11,49963
,2,2.47826,2,5742.29,29.4431,0,2146.59,49964
,2,2.77612,2,5739.89,29.4127,0,2147.08,49965
,2,2.72846,2,5737.22,29.3821,0,2147.56,49966
,2,2.88336,2,5729.43,29.352,0,2148.05,49967
,2,2.88336,2,5719.19,29.3218,0,2148.53,49968
,2,2.8357,2,5709.62,29.2937,0,2149.01,49969
,2,2.8357,2,5701.32,29.2636,0,2149.49,49970
,2,2.8357,2,5692.27,29.2316,0,2149.98,49971
,2,2.93101,2,5683.21,29.1976,0,2150.46,49972
,2,2.88336,2,5675.49,29.1642,0,2150.94,49973
,2,2.88336,2,5666.74,29.1332,0,2151.42,49974
,2,2.77612,2,5657.47,29.0991,0,2151.9,49975
,2,2.8357,2,5650.34,29.0618,0,2152.38,49976
,2,3.27654,2,5644.85,29.0237,0,2152.86,49977
,2,3.38377,2,5638.9,28.9853,0,2153.33,49978
,2,3.62207,2,5631.3,28.9462,0,2153.81,49979
,2,3.57441,2,5622.01,28.9063,0,2154.29,49980
,2,3.57441,2,5612.63,28.8657,0,2154.77,49981
,2,2.77612,2,5603.86,28.8245,0,2155.24,49982
,2,2.28762,2,5595.46,28.7845,0,2155.72,49983
,2,1.3821,2,5587.04,28.7464,0,2156.19,49984
,2,0.834028,2,5577.78,28.7113,0,2156.66,49985
,2,0.595734,2,5567.82,28.6788,0,2157.14,49986
,2,0,2,5557.71,28.6474,0,2157.61,49987
,2,0,2,5548.16,28.6163,0,2158.08,49988
,2,0,2,5539.56,28.5845,0,2158.56,49989
,2,0,2,5531.54,28.5507,0,2159.03,49990
,2,0,2,5523.75,28.5154,0,2159.5,49991
,2,0,2,5516.12,28.4786,0,2159.97,49992
,2,0,2,5508.38,28.442,0,2160.44,49993
,2,0,2,5499.88,28.4063,0,2160.92,49994
,2,0,2,5490.52,28.371,0,2161.4,49995
,2,0,2,5481.18,28.3343,0,2161.87,49996
,2,0,2,5472.76,28.2969,0,2162.35,49997
,2,0,2,5464.98,28.2588,0,2162.82,49998
,2,0,2,5457.34,28.2195,0,2163.3,49999
,2,0,2,5449.79,28.1791,0,2163.77,50000
,2,0,2,5442.17,28.1387,0,2164.25,50001
,2,0,2,5434.11,28.0994,0,2164.72,50002
,2,0,2,5425.43,28.0607,0,2165.2,50003
,2,0,2,5416.47,28.0219,0,2165.67,50004
,2,0,2,5407.85,27.982,0,2166.15,50005
,2,0,2,5400.15,27.941,0,2166.62,50006
,2,0,2,5393,27.8987,0,2167.1,50007
,2,0,2,5385.83,27.8519,0,2167.57,50008
,2,0,2,5378.52,27.8048,0,2168.04,50009
,2,0,2,5371.64,27.7588,0,2168.52,50010
,2,0,2,5364.52,27.7145,0,2168.99,50011
,2,0,2,5356.54,27.6718,0,2169.47,50012
,2,0,2,5347.72,27.6312,0,2169.94,50013
,2,0,2,5338.04,27.5935,0,2170.42,50014
,2,0,2,5328,27.557,0,2170.89,50015
,2,0,2,5317.32,27.5234,0,2171.37,50016
,2,0,2,5306.03,27.4918,0,2171.84,50017
