Driver,Sebastian Chudek,,,,,,SPEED,
Vehicle,mx5 mx52016,,,,,,THROTTLE,
Venue,okayama full,,,,,,BRAKING,
Session,Test,,,,,,RPM,
Session Date,18/03/2022,,,,,,GEAR,
Session Time,23:18:32,,,,,,TIME,
Sample Rate,60,Hz,,,,,,
,,,,,,,,
,,,,,,,,
,Lap No.,Brake,Gear,RPM,Speed,Throttle,LapDist,SessionTick
,,%,,rpm,m/s,%,m,
,,,,,,,,
,1,0,3,5867.23,35.7017,100,607.746,41178
,1,0,3,5877.43,35.7329,100,608.334,41179
,1,0,3,5881.69,35.7649,100,608.922,41180
,1,0,3,5881.15,35.798,100,609.511,41181
,1,0,3,5879.03,35.8318,100,610.101,41182
,1,0,3,5878.98,35.8643,100,610.691,41183
,1,0,3,5885.46,35.8959,100,611.281,41184
,1,0,3,5894.2,35.9276,100,611.872,41185
,1,0,3,5898.99,35.9583,100,612.464,41186
,1,0,3,5900.55,35.9896,100,613.056,41187
,1,0,3,5904.08,36.0218,100,613.648,41188
,1,0,3,5907.13,36.0528,100,614.242,41189
,1,0,3,5913.81,36.084,100,614.835,41190
,1,0,3,5924.66,36.1165,100,615.43,41191
,1,0,3,5927.13,36.1502,100,616.025,41192
,1,0,3,5926.3,36.1824,100,616.62,41193
,1,0,3,5932.55,36.2152,100,617.216,41194
,1,0,3,5940.45,36.2487,100,617.813,41195
,1,0,3,5945.79,36.2811,100,618.41,41196
,1,0,3,5957.27,36.3104,100,619.008,41197
,1,0,3,5970.29,36.3494,100,619.606,41198
,1,0,3,5959.61,36.3827,100,620.205,41199
,1,0,3,5960.35,36.4142,100,620.805,41200
,1,0,3,5975.3,36.4504,100,621.405,41201
,1,0,3,5976.32,36.4848,100,622.006,41202
,1,0,3,5969.49,36.5129,100,622.607,41203
,1,0,3,5990.28,36.5485,100,623.209,41204
,1,0,3,6002.15,36.5855,100,623.812,41205
,1,0,3,5994.86,36.6151,100,624.415,41206
,1,0,3,6002.96,36.6485,100,625.019,41207
,1,0,3,6013.8,36.6883,100,625.624,41208
,1,0,3,6007.23,36.7184,100,626.229,41209
,1,0,3,6015.19,36.7515,100,626.835,41210
,1,0,3,6027.08,36.7892,100,627.441,41211
,1,0,3,6016.94,36.823,100,628.049,41212
,1,0,3,6019.46,36.853,100,628.656,41213
,1,0,3,6045.91,36.8881,100,629.265,41214
,1,0,3,6055.62,36.9245,100,629.874,41215
,1,0,3,6040.41,36.9549,100,630.484,41216
,1,0,3,6041.22,36.9911,100,631.094,41217
,1,0,3,6050.18,37.0285,100,631.705,41218
,1,0,3,6050.9,37.0583,100,632.317,41219
,1,0,3,6062.92,37.0898,100,632.93,41220
,1,0,3,6076.26,37.1268,100,633.543,41221
,1,0,3,6070.53,37.1578,100,634.157,41222
,1,0,3,6072.84,37.1895,100,634.772,41223
,1,0,3,6081.6,37.2263,100,635.388,41224
,1,0,3,6078.03,37.258,100,636.004,41225
,1,0,3,6082.58,37.2881,100,636.622,41226
,1,0,3,6099.29,37.3211,100,637.24,41227
,1,0,3,6105.24,37.3546,100,637.86,41228
,1,0,3,6105.3,37.3845,100,638.479,41229
,1,0,3,6118.57,37.4145,100,639.099,41230
,1,0,3,6124.4,37.4533,100,639.72,41231
,1,0,3,6117.31,37.48,100,640.341,41232
,1,0,3,6132.52,37.5115,100,640.963,41233
,1,0,3,6149.98,37.5499,100,641.585,41234
,1,0,3,6140.19,37.5776,100,642.208,41235
,1,0,3,6146.43,37.6081,100,642.831,41236
,1,0,3,6165.45,37.6441,100,643.455,41237
,1,0,3,6162.79,37.6747,100,644.079,41238
,1,0,3,6163.11,37.7003,100,644.704,41239
,1,0,3,6170.08,37.7355,100,645.329,41240
,1,0,3,6184.14,37.7628,100,645.955,41241
,1,0,3,6213.32,37.7942,100,646.581,41242
,1,0,3,6223.72,37.8331,100,647.208,41243
,1,0,3,6197.48,37.8721,100,647.836,41244
,1,0,3,6177.67,37.9038,100,648.464,41245
,1,0,3,6188.69,37.9423,100,649.093,41246
,1,0,3,6188.88,37.9753,100,649.723,41247
,1,0,3,6185.41,38.0007,100,650.353,41248
,1,0,3,6202.75,38.0303,100,650.983,41249
,1,0,3,6214.66,38.0629,100,651.614,41250
,1,0,3,6210.26,38.0882,100,652.246,41251
,1,0,3,6223.11,38.1156,100,652.878,41252
,1,0,3,6242.59,38.1506,100,653.51,41253
,1,0,3,6246.31,38.1764,100,654.143,41254
,1,0,3,6260.84,38.2061,100,654.777,41255
,1,0,3,6275.86,38.2447,100,655.411,41256
,1,0,3,6262.67,38.2748,100,656.046,41257
,1,0,3,6258.04,38.3072,100,656.681,41258
,1,0,3,6260.65,38.345,100,657.317,41259
,1,0,3,6247.22,38.3738,100,657.954,41260
,1,0,3,6251.32,38.4013,100,658.591,41261
,1,0,3,6277.39,38.4285,100,659.229,41262
,1,0,3,6298.25,38.4547,100,659.867,41263
,1,0,3,6300.81,38.4825,100,660.506,41264
,1,0,3,6296.61,38.5137,100,661.145,41265
,1,0,3,6296.08,38.5439,100,661.785,41266
,1,0,3,6302.41,38.5737,100,662.426,41267
,1,0,3,6308.73,38.6034,100,663.067,41268
,1,0,3,6314.72,38.6329,100,663.708,41269
,1,0,3,6322.83,38.6631,100,664.351,41270
,1,0,3,6329.21,38.6937,100,664.993,41271
,1,0,3,6332.31,38.7239,100,665.637,41272
,1,0,3,6334.1,38.7552,100,666.28,41273
,1,0,3,6334.57,38.7863,100,666.925,41274
,1,0,3,6335.08,38.8174,100,667.57,41275
,1,0,3,6340.24,38.8473,100,668.216,41276
,1,0,3,6347.69,38.8778,100,668.862,41277
,1,0,3,6348.78,38.9076,100,669.509,41278
,1,0,3,6347.53,38.9378,100,670.156,41279
,1,0,3,6349.13,38.9671,100,670.804,41280
,1,0,3,6354.67,38.9955,100,671.453,41281
,1,0,3,6360.99,39.0228,100,672.102,41282
,1,0,3,6365.46,39.0498,100,672.751,41283
,1,0,3,6369.28,39.0772,100,673.402,41284
,1,0,3,6376.43,39.1041,100,674.052,41285
,1,0,3,6387.42,39.1306,100,674.704,41286
,1,0,3,6399.18,39.1574,100,675.355,41287
,1,0,3,6405.27,39.1846,100,676.008,41288
,1,0,3,6407.49,39.2122,100,676.661,41289
,1,0,3,6410.82,39.2398,100,677.314,41290
,1,0,3,6417.35,39.2672,100,677.968,41291
,1,0,3,6425.96,39.2941,100,678.622,41292
,1,0,3,6435.82,39.3217,100,679.278,41293
,1,0,3,6445.67,39.3493,100,679.933,41294
,1,0,3,6452.15,39.3779,100,680.589,41295
,1,0,3,6453.77,39.4073,100,681.246,41296
,1,0,3,6451.71,39.4374,100,681.904,41297
,1,0,3,6452.4,39.4672,100,682.563,41298
,1,0,3,6457.75,39.4963,100,683.222,41299
,1,0,3,6465.89,39.5253,100,683.881,41300
,1,0,3,6468.59,39.5541,100,684.541,41301
,1,0,3,6467.52,39.5833,100,685.202,41302
,1,0,3,6466.66,39.6121,100,685.863,41303
,1,0,3,6468.51,39.64,100,686.525,41304
,1,0,3,6473.91,39.6671,100,687.187,41305
,1,0,3,6481.27,39.6934,100,687.849,41306
,1,0,3,6490.41,39.7196,100,688.512,41307
,1,0,3,6499.94,39.746,100,689.176,41308
,1,0,3,6506.99,39.773,100,689.84,41309
,1,0,3,6512.12,39.8007,100,690.504,41310
,1,0,3,6517.18,39.8287,100,691.169,41311
,1,0,3,6523.22,39.857,100,691.834,41312
,1,0,3,6527.34,39.8857,100,692.5,41313
,1,0,3,6527.87,39.914,100,693.167,41314
,1,0,3,6527.02,39.9424,100,693.834,41315
,1,0,3,6526.99,39.9703,100,694.501,41316
,1,0,3,6529.44,39.9975,100,695.169,41317
,1,0,3,6536.53,40.0238,100,695.837,41318
,1,0,3,6547.35,40.0498,100,696.506,41319
,1,0,3,6556.6,40.0758,100,697.175,41320
,1,0,3,6561.56,40.1025,100,697.845,41321
,1,0,3,6564.2,40.1294,100,698.515,41322
,1,0,3,6567.37,40.1566,100,699.186,41323
,1,0,3,6572.26,40.1833,100,699.857,41324
,1,0,3,6577.75,40.2101,100,700.529,41325
,1,0,3,6584.2,40.237,100,701.201,41326
,1,0,3,6591.2,40.2639,100,701.874,41327
,1,0,3,6597.24,40.2909,100,702.547,41328
,1,0,3,6599.46,40.3183,100,703.22,41329
,1,0,3,6597.45,40.3455,100,703.894,41330
,1,0,3,6596.59,40.3719,100,704.569,41331
,1,0,3,6602.96,40.3978,100,705.244,41332
,1,0,3,6614.18,40.4233,100,705.92,41333
,1,0,3,6627.76,40.4485,100,706.596,41334
,1,0,3,6641.63,40.475,100,707.272,41335
,1,0,3,6646.73,40.5029,100,707.949,41336
,1,0,3,6639.02,40.532,100,708.627,41337
,1,0,3,6627.86,40.5615,100,709.305,41338
,1,0,3,6624.88,40.5903,100,709.983,41339
,1,0,3,6633.3,40.6167,100,710.662,41340
,1,0,3,6647.89,40.6422,100,711.342,41341
,1,0,3,6658.33,40.6678,100,712.022,41342
,1,0,3,6658.03,40.6945,100,712.702,41343
,1,0,3,6653.05,40.7221,100,713.383,41344
,1,0,3,6652.29,40.7496,100,714.065,41345
,1,0,3,6658.54,40.7754,100,714.747,41346
,1,0,3,6668.01,40.8002,100,715.429,41347
,1,0,3,6674.24,40.8251,100,716.112,41348
,1,0,3,6675.93,40.8508,100,716.795,41349
,1,0,3,6678.78,40.8764,100,717.479,41350
,1,0,3,6686.34,40.9016,100,718.164,41351
,1,0,3,6694.41,40.9265,100,718.849,41352
,1,0,3,6698.37,40.9518,100,719.534,41353
,1,0,3,6700.8,40.9775,100,720.22,41354
,1,0,3,6707.56,41.0029,100,720.906,41355
,1,0,3,6717.17,41.0285,100,721.593,41356
,1,0,3,6722.11,41.0545,100,722.28,41357
,1,0,3,6721.21,41.0814,100,722.968,41358
,1,0,3,6720.65,41.1083,100,723.656,41359
,1,0,3,6724.91,41.1347,100,724.345,41360
,1,0,3,6730.52,41.1609,100,725.034,41361
,1,0,3,6732.41,41.1873,100,725.724,41362
,1,0,3,6732.29,41.2133,100,726.414,41363
,1,0,3,6734.78,41.2392,100,727.105,41364
,1,0,3,6737.34,41.2651,100,727.797,41365
,1,0,3,6737.75,41.2898,100,728.488,41366
,1,0,3,6740.33,41.3138,100,729.18,41367
,1,0,3,6745.93,41.3367,100,729.873,41368
,1,0,3,6752,41.3592,100,730.565,41369
,1,0,3,6759.23,41.3811,100,731.259,41370
,1,0,3,6773.27,41.403,100,731.952,41371
,1,0,3,6790.86,41.4262,100,732.645,41372
,1,0,3,6802.32,41.4513,100,733.339,41373
,1,0,3,6805.27,41.4778,100,734.033,41374
,1,0,3,6802.69,41.5056,100,734.728,41375
,1,0,3,6795.61,41.5347,100,735.422,41376
,1,0,3,6784.52,41.5628,100,736.117,41377
,1,0,3,6780.38,41.5886,100,736.813,41378
,1,0,3,6788.5,41.6129,100,737.509,41379
,1,0,3,6797.13,41.6358,100,738.205,41380
,1,0,3,6799.74,41.6585,100,738.902,41381
,1,0,3,6801.03,41.6816,100,739.599,41382
,1,0,3,6806.76,41.7053,100,740.296,41383
,1,0,3,6817.29,41.7289,100,740.993,41384
,1,0,3,6829.65,41.753,100,741.691,41385
,1,0,3,6837.93,41.7775,100,742.389,41386
,1,0,3,6833.89,41.8036,100,743.088,41387
,1,0,3,6819,41.8283,100,743.787,41388
,1,0,3,6811.25,41.8516,100,744.486,41389
,1,0,3,6819.66,41.8726,100,745.185,41390
,1,0,3,6837.54,41.8913,100,745.885,41391
,1,0,3,6858.58,41.9095,100,746.585,41392
,1,0,3,6876.83,41.9312,100,747.286,41393
,1,0,3,6884.07,41.9542,100,747.986,41394
,1,0,3,6883.75,41.9793,100,748.688,41395
,1,0,3,6882.96,42.0054,100,749.389,41396
,1,0,3,6881.46,42.0298,100,750.091,41397
,1,0,3,6881.23,42.0556,100,750.793,41398
,1,0,3,6882.94,42.0814,100,751.495,41399
,1,0,3,6891.31,42.1047,100,752.198,41400
,1,0,3,6898.51,42.1302,100,752.902,41401
,1,0,3,6888.42,42.1558,100,753.605,41402
,1,0,3,6877.36,42.1799,100,754.31,41403
,1,0,3,6887.02,42.2049,100,755.014,41404
,1,0,3,6897.7,42.2288,100,755.719,41405
,1,0,3,6892.78,42.2514,100,756.424,41406
,1,0,3,6890.8,42.2736,100,757.13,41407
,1,0,3,6901.5,42.2964,100,757.836,41408
,1,0,3,6909.1,42.3187,100,758.542,41409
,1,0,3,6903.9,42.3414,100,759.248,41410
,1,0,3,6904.47,42.3624,100,759.955,41411
,1,0,3,6918.81,42.3864,100,760.663,41412
,1,0,3,6925.56,42.4069,100,761.37,41413
,1,0,3,6919.17,42.4289,100,762.078,41414
,1,0,3,6915.23,42.45,100,762.787,41415
,1,0,3,6931.82,42.4711,100,763.495,41416
,1,0,3,6954.23,42.4915,100,764.204,41417
,1,0,3,6959.98,42.512,100,764.914,41418
,1,0,3,6950.47,42.5341,100,765.623,41419
,1,0,3,6944.62,42.5556,100,766.333,41420
,1,0,3,6957.19,42.5757,100,767.043,41421
,1,0,3,6980.02,42.5961,100,767.754,41422
,1,0,3,6993.79,42.618,100,768.465,41423
,1,0,3,6993.09,42.6417,100,769.176,41424
,1,0,3,6989.37,42.6671,100,769.888,41425
,1,0,3,6987.05,42.6934,100,770.6,41426
,1,0,3,6979.29,42.7184,100,771.312,41427
,1,0,3,6970.09,42.7422,100,772.025,41428
,1,0,3,6967.45,42.7648,100,772.738,41429
,1,0,3,6974.04,42.7853,100,773.451,41430
,1,0,3,6985.93,42.805,100,774.165,41431
,1,0,3,6995.67,42.8248,100,774.879,41432
,1,0,3,7001.15,42.8449,100,775.594,41433
,1,0,3,7006.06,42.8659,100,776.308,41434
,1,0,3,7010.43,42.8865,100,777.023,41435
,1,0,3,7013.05,42.907,100,777.738,41436
,1,0,3,7016.41,42.927,100,778.454,41437
,1,0,3,7025.03,42.9464,100,779.169,41438
,1,0,3,7040.02,42.9666,100,779.885,41439
,1,0,3,7053.08,42.9874,100,780.601,41440
,1,0,3,7060.6,43.0105,100,781.317,41441
,1,0,3,7061.9,43.0349,100,782.034,41442
,1,0,3,7057.74,43.0607,100,782.75,41443
,1,0,3,7050.26,43.087,100,783.467,41444
,1,0,3,7042.9,43.1132,100,784.184,41445
,1,0,3,7037.38,43.1385,100,784.901,41446
,1,0,3,7034.39,43.1627,100,785.619,41447
,1,0,3,7033.93,43.1851,100,786.337,41448
,1,0,3,7034.54,43.2061,100,787.055,41449
,1,0,3,7034.64,43.225,100,787.773,41450
,1,0,3,7038.18,43.2448,100,788.492,41451
,1,0,3,7047.96,43.2634,100,789.211,41452
,1,0,3,7064.2,43.2816,100,789.93,41453
,1,0,3,7074.91,43.2999,100,790.649,41454
,1,0,3,7072.92,43.3193,100,791.369,41455
,1,0,3,7069,43.3379,100,792.088,41456
,1,0,3,7079.65,43.357,100,792.809,41457
,1,0,3,7099.84,43.3751,100,793.529,41458
,1,0,3,7115.93,43.3946,100,794.249,41459
,1,0,3,7120.11,43.4155,100,794.97,41460
,1,0,3,7116.02,43.4373,100,795.692,41461
,1,0,3,7114.65,43.4599,100,796.413,41462
,1,0,3,7122.23,43.4816,100,797.135,41463
,1,0,3,7135.02,43.5036,100,797.857,41464
,1,0,3,7141.61,43.5269,100,798.58,41465
,1,0,3,7136.66,43.551,100,799.304,41466
,1,0,3,7129.13,43.5754,100,800.027,41467
,1,0,3,7125.01,43.6003,100,800.751,41468
,1,0,3,7121.66,43.6229,100,801.476,41469
,1,0,3,7123.44,43.6437,100,802.201,41470
,1,0,3,7130.86,43.6639,100,802.926,41471
,1,0,3,7136.64,43.6827,100,803.652,41472
,1,0,3,7145.35,43.701,100,804.378,41473
,1,0,3,7159.54,43.7198,100,805.105,41474
,1,0,3,7174.6,43.7389,100,805.832,41475
,1,0,3,7189.73,43.7608,100,806.56,41476
,1,0,3,7198.39,43.7833,100,807.288,41477
,1,0,3,7196.55,43.8079,100,808.016,41478
,1,0,3,7182.11,43.8334,100,808.746,41479
,1,0,3,7170.45,43.8582,100,809.475,41480
,1,0,3,7180.33,43.8801,100,810.206,41481
,1,0,3,7205.56,43.9011,100,810.937,41482
,1,0,3,7219.14,43.9234,100,811.668,41483
,1,0,3,7212.17,43.9483,100,812.4,41484
,1,0,3,7203.96,43.9741,100,813.133,41485
,1,0,3,7208.6,44.001,100,813.866,41486
,1,0,3,7211.6,44.0284,100,814.601,41487
,1,0,3,7203.67,44.0544,100,815.335,41488
,1,0,3,7193.29,44.0813,100,816.07,41489
,1,0,3,7186.4,44.1051,100,816.807,41490
,1,0,3,7190.26,44.1275,100,817.544,41491
,1,0,3,7203.78,44.1481,100,818.281,41492
,1,0,3,7219.33,44.1683,100,819.018,41493
,1,0,3,7229.02,44.1892,100,819.757,41494
,1,0,3,7234.56,44.2114,100,820.496,41495
,1,0,3,7242.88,44.235,100,821.236,41496
,1,0,3,7252.43,44.2591,100,821.976,41497
,1,0,3,7131.91,44.284,100,822.717,41498
,1,0,0,6996.65,44.297,100,823.459,41499
,1,0,0,6918.5,44.2888,100,824.201,41500
,1,0,0,6841.5,44.2749,100,824.943,41501
,1,0,4,6765.65,44.2603,100,825.685,41502
,1,0,4,6433.7,44.2659,100,826.427,41503
,1,0,4,6201.73,44.3138,100,827.17,41504
,1,0,4,6161.19,44.3592,100,827.913,41505
,1,0,4,6206.19,44.3891,100,828.658,41506
,1,0,4,6217.02,44.4121,100,829.404,41507
,1,0,4,6183.81,44.4378,100,830.149,41508
,1,0,4,6162.6,44.4625,100,830.896,41509
,1,0,4,6181.73,44.4845,100,831.643,41510
,1,0,4,6212.93,44.5037,100,832.391,41511
,1,0,4,6227.17,44.5278,100,833.139,41512
,1,0,4,6208.61,44.5553,100,833.887,41513
,1,0,4,6181.63,44.5799,100,834.637,41514
,1,0,4,6180.44,44.6017,100,835.387,41515
,1,0,4,6194.82,44.6196,100,836.137,41516
,1,0,4,6214.42,44.6323,100,836.888,41517
,1,0,4,6241.96,44.6495,100,837.639,41518
,1,0,4,6257.5,44.669,100,838.39,41519
,1,0,4,6262.69,44.6919,100,839.141,41520
,1,0,4,6264.19,44.7179,100,839.893,41521
,1,0,4,6245.98,44.7482,100,840.644,41522
,1,0,4,6218.75,44.7706,100,841.396,41523
,1,0,4,6226.05,44.792,100,842.148,41524
,1,0,4,6250.24,44.8109,100,842.901,41525
,1,0,4,6260.31,44.8303,100,843.654,41526
,1,0,4,6257,44.8508,100,844.406,41527
,1,0,4,6256.22,44.8711,100,845.159,41528
,1,0,4,6259.41,44.894,100,845.913,41529
,1,0,4,6261.47,44.9161,100,846.666,41530
,1,0,4,6259.14,44.944,100,847.42,41531
,1,0,4,6236.07,44.9666,100,848.174,41532
,1,0,4,6226.58,44.9862,100,848.929,41533
,1,0,4,6235.43,45.0047,100,849.683,41534
,1,0,4,6243.29,45.0193,100,850.438,41535
,1,0,4,6253.54,45.0339,100,851.193,41536
,1,0,4,6272.54,45.0466,100,851.948,41537
,1,0,4,6297.88,45.0625,100,852.703,41538
,1,0,4,6306.29,45.0796,100,853.458,41539
,1,0,4,6304.72,45.0998,100,854.214,41540
,1,0,4,6303.02,45.1212,100,854.97,41541
,1,0,4,6301.19,45.143,100,855.726,41542
,1,0,4,6300.43,45.1641,100,856.482,41543
,1,0,4,6299.4,45.1854,100,857.238,41544
,1,0,4,6295.22,45.2033,100,857.995,41545
,1,0,4,6300.59,45.2208,100,858.752,41546
,1,0,4,6324.39,45.2361,100,859.51,41547
,1,0,4,6335.31,45.2615,100,860.267,41548
,1,0,4,6309.05,45.2821,100,861.025,41549
,1,0,4,6296.06,45.2996,100,861.783,41550
,1,0,4,6321.46,45.3135,100,862.541,41551
,1,0,4,6352.67,45.3331,100,863.299,41552
,1,0,4,6347.6,45.3535,100,864.058,41553
,1,0,4,6317.94,45.3788,100,864.817,41554
,1,0,4,6298.32,45.3968,100,865.576,41555
,1,0,4,6316.2,45.4146,100,866.336,41556
,1,0,4,6345.57,45.427,100,867.096,41557
,1,0,4,6363.09,45.4477,100,867.856,41558
,1,0,4,6356.36,45.4671,100,868.616,41559
,1,0,4,6347.55,45.4925,100,869.377,41560
,1,0,4,6331.93,45.5148,100,870.138,41561
,1,0,4,6332.01,45.5317,100,870.899,41562
,1,0,4,6350.8,45.55,100,871.66,41563
,1,0,4,6365.29,45.5659,100,872.422,41564
,1,0,4,6383.83,45.5863,100,873.184,41565
,1,0,4,6371.04,45.6133,100,873.946,41566
,1,0,4,6347.45,45.6287,100,874.708,41567
,1,0,4,6365.49,45.6483,100,875.471,41568
,1,0,4,6396.11,45.6704,100,876.234,41569
,1,0,4,6388.11,45.6932,100,876.997,41570
,1,0,4,6358.69,45.7156,100,877.761,41571
,1,0,4,6352.14,45.7359,100,878.525,41572
,1,0,4,6374.57,45.7523,100,879.289,41573
,1,0,4,6396.85,45.767,100,880.054,41574
,1,0,4,6406.44,45.7866,100,880.818,41575
,1,0,4,6403.97,45.8106,100,881.583,41576
,1,0,4,6389.59,45.8389,100,882.348,41577
,1,0,4,6371.33,45.8669,100,883.114,41578
,1,0,4,6352.65,45.8929,100,883.88,41579
,1,0,4,6348.84,45.9105,100,884.647,41580
,1,0,4,6367.88,45.9277,100,885.413,41581
,1,0,4,6383.49,45.945,100,886.18,41582
,1,0,4,6388.17,45.9617,100,886.947,41583
,1,0,4,6400.6,45.984,100,887.714,41584
,1,0,4,6408.92,46.0094,100,888.482,41585
,1,0,4,6393.1,46.0392,100,889.25,41586
,1,0,4,6362.93,46.0635,100,890.018,41587
,1,0,4,6355.29,46.0837,100,890.787,41588
,1,0,4,6368.69,46.099,100,891.554,41589
,1,0,4,6385.89,46.1113,100,892.321,41590
,1,0,4,6407.43,46.1249,100,893.089,41591
,1,0,4,6427.43,46.1435,100,893.856,41592
,1,0,4,6433.85,46.1667,100,894.623,41593
,1,0,4,6430.11,46.192,100,895.391,41594
,1,0,4,6422.2,46.2174,100,896.159,41595
,1,0,4,6412.46,46.2418,100,896.928,41596
,1,0,4,6404.93,46.2628,100,897.697,41597
,1,0,4,6411.12,46.2831,100,898.466,41598
,1,0,4,6424.96,46.3034,100,899.235,41599
,1,0,4,6436.04,46.3242,100,900.005,41600
,1,0,4,6441.22,46.3483,100,900.775,41601
,1,0,4,6419.87,46.3727,100,901.546,41602
,1,0,4,6401.95,46.3905,100,902.317,41603
,1,0,4,6419.61,46.4082,100,903.088,41604
,1,0,4,6446.39,46.4228,100,903.859,41605
,1,0,4,6461.42,46.4392,100,904.631,41606
,1,0,4,6465.25,46.4583,100,905.402,41607
,1,0,4,6468.8,46.4807,100,906.175,41608
,1,0,4,6472.7,46.5032,100,906.947,41609
,1,0,4,6477.44,46.5255,100,907.72,41610
,1,0,4,6479.81,46.5486,100,908.494,41611
,1,0,4,6471.13,46.5711,100,909.268,41612
,1,0,4,6463.13,46.5929,100,910.042,41613
,1,0,4,6467.94,46.6128,100,910.817,41614
,1,0,4,6483.95,46.631,100,911.592,41615
,1,0,4,6498.75,46.6498,100,912.368,41616
,1,0,4,6503.75,46.6706,100,913.144,41617
,1,0,4,6504.96,46.6926,100,913.92,41618
,1,0,4,6511.4,46.7164,100,914.697,41619
,1,0,4,6514.61,46.7402,100,915.475,41620
,1,0,4,6507.83,46.7649,100,916.253,41621
,1,0,4,6495.68,46.7894,100,917.031,41622
,1,0,4,6491.06,46.8116,100,917.81,41623
,1,0,4,6498.46,46.8315,100,918.59,41624
,1,0,4,6506.62,46.8503,100,919.37,41625
,1,0,4,6512.36,46.8682,100,920.151,41626
,1,0,4,6526.9,46.8875,100,920.932,41627
,1,0,4,6543.64,46.9091,100,921.714,41628
,1,0,4,6549.72,46.9319,100,922.496,41629
,1,0,4,6545.22,46.9579,100,923.279,41630
,1,0,4,6529.73,46.9847,100,924.062,41631
,1,0,4,6519.14,47.0096,100,924.847,41632
,1,0,4,6522.61,47.0332,100,925.632,41633
,1,0,4,6528.98,47.0552,100,926.417,41634
,1,0,4,6529.06,47.0763,100,927.203,41635
,1,0,4,6526.44,47.0968,100,927.99,41636
,1,0,4,6526.6,47.1163,100,928.777,41637
,1,0,4,6532.95,47.1346,100,929.565,41638
,1,0,4,6547.21,47.1514,100,930.353,41639
,1,0,4,6563.18,47.169,100,931.142,41640
,1,0,4,6574.11,47.1884,100,931.931,41641
,1,0,4,6582,47.2088,100,932.721,41642
,1,0,4,6591.02,47.2328,100,933.512,41643
,1,0,4,6590.2,47.2563,100,934.303,41644
,1,0,4,6583.89,47.2801,100,935.094,41645
,1,0,4,6578.86,47.3041,100,935.886,41646
,1,0,4,6578.95,47.3279,100,936.679,41647
,1,0,4,6584.45,47.3498,100,937.473,41648
,1,0,4,6593.64,47.3729,100,938.266,41649
,1,0,4,6591.71,47.3961,100,939.061,41650
,1,0,4,6583.5,47.4187,100,939.856,41651
,1,0,4,6583.39,47.4415,100,940.651,41652
,1,0,4,6588.29,47.4626,100,941.447,41653
,1,0,4,6597.67,47.4832,100,942.243,41654
,1,0,4,6608.43,47.5048,100,943.04,41655
,1,0,4,6613.54,47.5277,100,943.837,41656
,1,0,4,6612.25,47.5524,100,944.634,41657
,1,0,4,6605.61,47.5773,100,945.432,41658
,1,0,4,6598.55,47.6012,100,946.231,41659
,1,0,4,6597.2,47.6233,100,947.029,41660
,1,0,4,6602.26,47.6443,100,947.828,41661
,1,0,4,6609.07,47.6651,100,948.625,41662
,1,0,4,6612.94,47.6852,100,949.422,41663
,1,0,4,6615.19,47.7053,100,950.218,41664
,1,0,4,6618.37,47.7254,100,951.015,41665
,1,0,4,6624.66,47.7453,100,951.812,41666
,1,0,4,6636.23,47.766,100,952.609,41667
,1,0,4,6645.36,47.7877,100,953.406,41668
,1,0,4,6646.36,47.8109,100,954.204,41669
,1,0,4,6640.12,47.8355,100,955.002,41670
,1,0,4,6630.68,47.8597,100,955.8,41671
,1,0,4,6623.57,47.8795,100,956.599,41672
,1,0,4,6623.6,47.8965,100,957.397,41673
,1,0,4,6632.36,47.9106,100,958.196,41674
,1,0,4,6664.39,47.9244,100,958.995,41675
,1,0,4,6691.75,47.9478,100,959.795,41676
,1,0,4,6678.84,47.9707,100,960.594,41677
,1,0,4,6657.13,47.9968,100,961.394,41678
,1,0,4,6652.56,48.0215,100,962.194,41679
,1,0,4,6651.36,48.0439,100,962.995,41680
,1,0,4,6649.77,48.0608,100,963.796,41681
,1,0,4,6656.69,48.0795,100,964.597,41682
,1,0,4,6660.98,48.0951,100,965.398,41683
,1,0,4,6665.45,48.1115,100,966.199,41684
,1,0,4,6675.18,48.1267,100,967.001,41685
,1,0,4,6692.18,48.144,100,967.803,41686
,1,0,4,6702.85,48.1634,100,968.605,41687
,1,0,4,6704.02,48.184,100,969.408,41688
,1,0,4,6704.33,48.204,100,970.21,41689
,1,0,4,6703.72,48.2256,100,971.014,41690
,1,0,4,6695.78,48.2483,100,971.817,41691
,1,0,4,6687.81,48.2695,100,972.621,41692
,1,0,4,6682.88,48.2885,100,973.425,41693
,1,0,4,6680.81,48.3048,100,974.229,41694
,1,0,4,6686.1,48.3187,100,975.034,41695
,1,0,4,6704.78,48.3308,100,975.839,41696
,1,0,4,6729.8,48.3465,100,976.644,41697
,1,0,4,6735.94,48.3644,100,977.449,41698
,1,0,4,6727.53,48.3827,100,978.255,41699
,1,0,4,6728.74,48.4009,100,979.061,41700
,1,0,4,6738.37,48.4184,100,979.867,41701
,1,0,4,6742.03,48.4353,100,980.674,41702
,1,0,4,6743.89,48.4532,100,981.48,41703
,1,0,4,6749.46,48.4731,100,982.288,41704
,1,0,4,6753.76,48.4944,100,983.095,41705
,1,0,4,6753.55,48.517,100,983.903,41706
,1,0,4,6737.17,48.5404,100,984.711,41707
,1,0,4,6714.51,48.558,100,985.52,41708
